7589,5579,2
7589,2329,7
7589,3912,4
7589,4092,3
7589,6874,5
1381,4623,6
4315,3649,0
4315,2979,4
4315,4766,2
4315,1842,5
4315,2964,9
4315,7828,4
6590,2018,0
6590,7980,4
7809,9484,9
7809,3760,6
7809,1431,8
7809,920,1
7809,9903,6
7809,4895,2
7809,1467,1
667,4232,5
667,9903,4
667,2113,1
667,2329,0
667,2979,3
667,6566,5
667,9987,5
667,1438,6
667,6079,6
6588,9196,8
6588,6511,8
6588,3760,2
6588,3448,0
6588,7980,3
6588,9185,0
6588,2964,9
6588,1114,9
2835,6079,9
2835,2746,5
2835,1431,0
2835,3448,9
2835,6711,9
4650,3561,7
4650,6566,9
4650,2445,6
9660,3975,8
9660,9903,0
9660,4895,4
9660,1968,7
9660,4216,9
9660,7980,3
9660,3514,5
9338,3912,6
9338,2018,7
9338,4766,8
9338,8435,7
9338,5975,2
9338,7297,6
2744,3649,1
2744,2964,2
2744,6079,6
2744,5475,3
2744,960,0
2744,9564,4
483,8555,6
483,2459,7
483,9196,3
483,8466,0
483,9801,9
483,3912,3
483,1968,3
6701,6081,8
6701,9185,0
6701,7438,8
6701,1665,6
2777,895,3
2777,2625,9
2777,282,4
2777,960,6
1574,4623,4
1574,8555,6
1574,5579,9
1574,4895,1
1574,5232,5
5566,5273,1
5566,4774,4
5566,5579,7
5566,2113,7
5566,3649,7
5566,5273,2
6927,5509,3
6927,3446,6
6927,9801,9
6927,9525,4
6927,7751,7
973,9801,0
973,8607,1
973,7828,4
973,2601,2
973,1439,9
973,1403,4
973,1403,6
973,3209,9
1158,5273,2
1158,960,6
1158,9484,3
1158,8607,2
5463,3975,5
5463,9196,0
5463,2403,4
5127,4623,4
5127,1438,8
5127,6711,2
8484,4216,2
8484,7980,8
8484,3514,1
8484,2403,8
8797,3377,4
8797,8435,6
796,2334,5
796,8089,5
796,2979,7
796,9077,7
796,8061,7
5365,4766,7
5365,1438,2
5365,8607,6
5365,8607,7
5365,2625,6
1378,3649,0
1378,2964,7
1378,8061,7
1378,7297,9
1378,2459,1
1378,8228,6
1378,1648,5
1378,9077,8
1378,2054,5
2198,2979,8
2198,2979,0
2198,6711,5
2198,2736,6
1648,2018,2
1648,6511,0
1648,7297,3
1648,2403,1
2273,3209,3
5404,2403,3
5404,1452,2
2406,282,7
2406,3209,9
2406,8555,9
2406,9077,7
7323,972,3
7323,6566,1
7323,3912,5
7323,3209,0
7323,4895,4
7323,7751,3
7323,7438,5
7323,895,9
3489,1431,5
3489,8809,4
3489,2445,9
3489,1665,8
3489,7751,6
3489,510,0
3489,2378,4
1539,2054,8
1539,3561,4
1539,9012,5
1539,2445,8
1539,9012,6
1539,9115,1
1539,2979,5
810,9196,5
3616,4774,2
3616,9115,9
3616,1467,6
3616,1842,5
9021,6874,9
9021,3912,9
9021,9196,8
9021,1452,7
9021,4216,1
8361,2018,2
8361,8435,5
8361,3649,7
8361,2334,6
756,3760,8
756,3377,1
756,3446,7
756,3209,8
756,3667,0
756,7112,1
756,1438,8
756,1431,0
756,960,5
2869,5273,7
2869,234,1
2869,4393,7
2869,1901,7
2869,2334,6
2869,1452,5
2869,2100,9
2869,8607,1
2869,2113,8
7899,2100,5
7899,6566,3
7899,2100,3
7899,8555,9
635,7751,2
635,5232,3
204,8607,1
204,8809,4
204,4766,4
204,1438,7
6653,9987,3
8898,6566,3
8898,6511,4
8898,282,0
1484,9012,2
1484,5273,1
1484,2746,8
1484,2964,4
1484,2601,5
1484,3561,7
1484,9185,7
1484,1438,9
4989,6081,4
7630,3912,8
7630,7297,6
7630,4393,7
7630,4092,4
7630,1452,3
7630,9185,7
7630,690,4
7630,1431,3
200,3760,0
200,2054,2
2758,9115,0
2758,960,1
2758,282,3
2758,972,9
8999,1992,1
8999,4216,0
8999,2431,2
8999,9115,9
